source,Code,Name,Definition,Status,Start Year,End Year,Tag Code Mask,Manufacturer
MrrProject.csv,OGR,ODFW Grande Ronde River Research Projects,,Active,2012.0,Present,,
MrrProject.csv,OJD,ODFW John Day Basin Research Office,,Active,2011.0,Present,,
MrrProject.csv,ONA,Okanagan Nation Alliance,,Active,2010.0,Present,,
MrrProject.csv,ONC,ODFW Northeast Oregon Chinook Evaluations,,Active,2013.0,Present,,
MrrProject.csv,ONS,ODFW Northeast Oregon Steelhead Evaluations,,Active,2013.0,Present,,
MrrProject.csv,ORT,Okanogan Basin Monitoring and Evaluation Program Remote PIT Tagging Project,,Active,2014.0,Present,,
MrrProject.csv,OSF,Oregon Selective Fisheries,,Inactive,2013.0,2014,,
MrrProject.csv,OTD,ODFW The Dalles Research Office,,Active,2008.0,Present,,
MrrProject.csv,OUR,ODFW Umatilla River Research Projects,,Active,2011.0,Present,,
MrrProject.csv,OWH,ODFW Willamette BiOp Hatchery RME Project,,Inactive,2013.0,2017,,
MrrProject.csv,OWR,ODFW Willamette Reservoirs Project,,Inactive,2010.0,2017,,
MrrProject.csv,PAK,Paul Kucera Projects,,Active,1992.0,Present,,
MrrProject.csv,PCS,PIT Tag Information System,,Active,1993.0,Present,,
MrrProject.csv,PEB,Patricia Bigelow Projects,,Inactive,1999.0,2000,,
MrrProject.csv,PGG,Peter Graf GPUD Projects,,Active,2014.0,Present,,
MrrProject.csv,PHB,SF Walla Walla Bull Trout Pop. Assess.,,Inactive,2002.0,2013,,
MrrProject.csv,PIT,PIT Tag Information System,,Active,2011.0,Present,,
MrrProject.csv,PJC,Grande Ronde Supplementation LR M&E,,Active,1999.0,Present,,
MrrProject.csv,PKL,Paul Kline Projects,,Inactive,1994.0,2006,,
MrrProject.csv,PMS,Paul Sankovich Projects,,Inactive,1996.0,2010,,
MrrProject.csv,PRM,Potlatch River Monitoring,,Active,2014.0,Present,,
MrrProject.csv,PRS,Priest Rapids Dam Adult Sockeye Tagging,,Inactive,2012.0,2014,,
MrrProject.csv,PTL,Peter Lofy Projects,,Inactive,1993.0,2001,,
MrrProject.csv,QCI,Biomark ABS Projects,,Inactive,2012.0,2020,,
MrrProject.csv,RAM,Regan McNatt Projects,,Inactive,2006.0,2016,,
MrrProject.csv,RBK,Russ Kiefer Projects,,Inactive,1988.0,2006,,
MrrProject.csv,RBR,Ralph Roseberg Projects,,Inactive,1993.0,1999,,
MrrProject.csv,RDL,Dick Ledgerwood Projects,,Inactive,1998.0,2012,,
MrrProject.csv,RDM,Rick Martinson Projects,,Inactive,1996.0,2002,,
MrrProject.csv,RDN,R. D. Nelle Projects,,Inactive,2010.0,2013,,
MrrProject.csv,RED,Rhonda Dasher Projects,,Active,2006.0,Present,,
MrrProject.csv,RER,Robert Reagan Projects,,Inactive,2004.0,2018,,
MrrProject.csv,RFA,Randy Absolon Projects,,Inactive,1997.0,2015,,
MrrProject.csv,RFW,Robert Warren Projects,,Inactive,2001.0,2006,,
MrrProject.csv,RGP,Northern Pikeminnow Sport Reward Program,,Active,2000.0,Present,,
MrrProject.csv,RHW,Robert Wertheimer Projects,,Inactive,2000.0,2010,,
MrrProject.csv,RKS,Kirk Schroeder Projects,,Inactive,1999.0,2013,,
MrrProject.csv,RLM,Lynn McComas Projects,,Inactive,2004.0,2008,,
MrrProject.csv,RLT,Rosanna Mensik Projects,,Inactive,1999.0,2014,,
MrrProject.csv,RLW,Walla Walla M&E Project,,Active,2009.0,Present,,
MrrProject.csv,RMC,Robert McDonald Projects,,Inactive,1999.0,2002,,
MrrProject.csv,RMK,Robert Keith Projects,,Inactive,1993.0,1996,,
MrrProject.csv,RNI,Robert Iwamoto Projects,,Inactive,1993.0,1997,,
MrrProject.csv,RNK,Ryan Kinzer Projects,,Inactive,2010.0,2014,,
MrrProject.csv,RPM,Bob Mueller Projects,,Inactive,2001.0,2002,,
MrrProject.csv,RRM,Rapid River Smolt Monitoring,,Active,2016.0,Present,,
MrrProject.csv,RRR,Rapid River Hatchery Recoveries,,Inactive,2006.0,2009,,
MrrProject.csv,RSH,Hanford Reach Salmon and Steelhead Monitoring and Evaluation,,Active,2016.0,Present,,
MrrProject.csv,RWP,Russell Perry Projects,,Inactive,2005.0,2009,,
MrrProject.csv,RWS,Wes Stonecypher Projects,,Inactive,2000.0,2011,,
MrrProject.csv,SA,Steve Achord Projects,,Inactive,1987.0,2012,,
MrrProject.csv,SAH,Susan Hinton Projects,,Inactive,2009.0,2014,,
MrrProject.csv,SCS,Sherman Sprague Projects,,Active,1997.0,Present,,
MrrProject.csv,SDO,ODFW Springfield District Office,,Active,2017.0,Present,,
MrrProject.csv,SEJ,Steve Jacobs Projects,,Inactive,1998.0,2005,,
MrrProject.csv,SFC,South Fork Clearwater River Monitoring,,Active,2015.0,Present,,
MrrProject.csv,SGH,Steve Hayes Projects,,Inactive,1996.0,1998,,
MrrProject.csv,SHS,Scott Sebring Projects,,Inactive,2011.0,2013,,
MrrProject.csv,SJB,Steve Boe Projects,,Active,2002.0,Present,,
MrrProject.csv,SJR,Steve Rocklage Projects,,Inactive,1999.0,2006,,
MrrProject.csv,SLH,Steve Hemstrom Projects,,Inactive,2005.0,2009,,
MrrProject.csv,SMF,Shannon Jewett Projects,,Inactive,1997.0,2007,,
MrrProject.csv,SMP,Smolt Monitoring Program,,Active,2006.0,Present,,
MrrProject.csv,SPR,Steve Rubin Projects,,Inactive,1995.0,2004,,
MrrProject.csv,SRB,Asotin Creek IMW,,Active,2010.0,Present,,
MrrProject.csv,SRC,East Fork Salmon River Captive Chinook Project,,Inactive,2007.0,2014,,
MrrProject.csv,SRP,Snake River PNNL,,Inactive,2016.0,2018,,
MrrProject.csv,SRS,Salmon Regional Management Studies for Idaho Department of Fish and Game,,Active,2014.0,Present,,
MrrProject.csv,SRV,NOAA Fisheries Research Survival Studies,,Active,2013.0,Present,,
MrrProject.csv,STA,Spokane Tribe Anadromous Program Projects,,Active,2020.0,Present,,
MrrProject.csv,STR,Spokane Tribe Redband Trout Project,,Active,2011.0,Present,,
MrrProject.csv,TAF,Tom Flagg Projects,,Inactive,1989.0,2012,,
MrrProject.csv,TAH,Thomas Hoffman Projects,,Inactive,2004.0,2005,,
MrrProject.csv,TBH,Terry Holubetz Projects,,Inactive,1993.0,1996,,
MrrProject.csv,TCB,Ted Bjornn Projects,,Inactive,1991.0,2001,,
MrrProject.csv,TCR,Craig Robinson Projects,,Inactive,2004.0,2005,,
MrrProject.csv,TDR,Dean Rhine Projects,,Inactive,1996.0,1999,,
MrrProject.csv,TEC,Tim Copeland Projects,,Inactive,2007.0,2016,,
MrrProject.csv,TER,Tom Ruehle Projects,,Inactive,1990.0,1994,,
MrrProject.csv,TGC,Tim Cochnauer Projects,,Inactive,1988.0,1989,,
MrrProject.csv,THK,Tom Kahler Projects,,Inactive,2009.0,2009,,
MrrProject.csv,TJS,Jason Seals Projects,,Active,2007.0,Present,,
MrrProject.csv,TKN,Tom Nelson Projects,,Active,2006.0,Present,,
MrrProject.csv,TLL,Theresa Liedtke Projects,,Inactive,1999.0,2012,,
MrrProject.csv,TLM,Todd Miller Projects,,Inactive,2004.0,2014,,
MrrProject.csv,TMS,Tim Shibahara Projects,,Inactive,2007.0,2010,,
MrrProject.csv,TNA,Twisp Nutrient Assessment,,Inactive,2011.0,2015,,
MrrProject.csv,TPU,Tacoma Power Projects,,Active,2014.0,Present,,
MrrProject.csv,TQI,ISEMP Upper Columbia Status and Trends,,Inactive,2013.0,2018,,
MrrProject.csv,TRC,Trout Creek Summer Steelhead,,Inactive,2014.0,2016,,
MrrProject.csv,TRM,Thad Mosey Projects,,Inactive,1998.0,2010,,
MrrProject.csv,TRW,Tim Walters Projects,,Inactive,1993.0,1995,,
MrrProject.csv,TSC,Tom Curet Projects,,Inactive,1994.0,2000,,
MrrProject.csv,TST,Testing,,Active,2014.0,Present,,
MrrProject.csv,UML,Confederated Tribes Umatilla Indian Reservation Lamprey Project,,Active,2022.0,Present,,
MrrProject.csv,UYB,YAKIMA MCFWCO,,Inactive,2020.0,2020,,
MrrProject.csv,WAC,Will Cameron Projects,,Inactive,1998.0,2000,,
MrrProject.csv,WDM,Bill Muir Projects,,Inactive,1990.0,2013,,
MrrProject.csv,WEB,Wenatchee-Entiat Beaver Project,,Active,2021.0,Present,,
MrrProject.csv,WEN,Integrated Status and Effectiveness Monitoring Programs in the Wenatchee River Watershed,,Inactive,2011.0,2012,,
MrrProject.csv,WFR,Northwest Wild Fish Rescue Evaluation- WDFW,,Inactive,2017.0,2017,,
MrrProject.csv,WFS,Wild Fish Surrogate Project,,Inactive,2019.0,2019,,
MrrProject.csv,WGS,WDFW Green Sturgeon Projects,,Active,2013.0,Present,,
MrrProject.csv,WHW,Wayne Wilson Projects,,Inactive,2000.0,2011,,
MrrProject.csv,WJB,Yakima Basin Adult Tagging Projects,,Active,2003.0,Present,,
MrrProject.csv,WPC,Billy Connor Projects,,Active,1991.0,Present,,
MrrProject.csv,WRT,WDFW Upper Columbia Redband Trout Projects,,Active,2015.0,Present,,
MrrProject.csv,WSC,ODFW Willamette Spring Chinook Project,,Active,2013.0,Present,,
MrrProject.csv,WSF,CTWSR Fisheries Research Projects,,Active,2011.0,Present,,
MrrProject.csv,WSR,ODFW-CRI White Sturgeon Research Project,,Active,2010.0,Present,,
MrrProject.csv,WVP,Willamette Valley Downstream Fish Passage Monitoring Via Rotary Screw Traps,,Active,2022.0,Present,,
MrrProject.csv,WWP,WDFW Walla Walla River Subbasin Salmonid Project,,Active,2014.0,Present,,
MrrProject.csv,WWS,WDFW White Sturgeon Projects,,Active,2013.0,Present,,
MrrProject.csv,YPP,YELLOW PINE PIT LAKE,,Active,2018.0,Present,,
Organization.csv,BIOMRK,Biomark,,,,,,
Organization.csv,BOR,Bureau of Reclamation,,,,,,
Organization.csv,CCT,Colville Confederated Tribes,,,,,,
Organization.csv,CDAT,Coeur d'Alene Tribe,,,,,,
Organization.csv,COE,U.S. Army Corps of Engineers,,,,,,
Organization.csv,COOSWA,Coos Watershed Association,,,,,,
Organization.csv,CPUD,Chelan County Public Utility District,,,,,,
Organization.csv,CREST,Columbia River Estuary Study Taskforce,,,,,,
Organization.csv,CRITFC,Columbia River Inter-Tribal Fish Commission,,,,,,
Organization.csv,CTUIR,Confed. Tribes of the Umatilla Indian Reser.,,,,,,
Organization.csv,CTWSR,Confed. Tribes of the Warm Springs Reser.,,,,,,
Organization.csv,CWU,Central Washington University,,,,,,
Organization.csv,DC1PUD,Douglas County Public Utility District No. 1,,,,,,
Organization.csv,DFO,Fisheries and Oceans Canada,,,,,,
Organization.csv,DUCKSU,Ducks Unlimited,,,,,,
Organization.csv,EAS,Environmental Assessment Services,,,,,,
Organization.csv,ELR,Eco Logical Research,,,,,,
Organization.csv,FPC,Fish Passage Center,,,,,,
Organization.csv,GPUD,Grant County Public Utility District,,,,,,
Organization.csv,ICFWRU,Idaho Cooperative F&W Research Unit,,,,,,
Organization.csv,IDFG,Idaho Dept. of Fish and Game,,,,,,
Organization.csv,IPC,Idaho Power Company,,,,,,
Organization.csv,KCWLRD,King County Water and Land Resources Division,,,,,,
Organization.csv,KRC,Kintama Research Corporation,,,,,,
Organization.csv,MGS,Midas Gold Stibnite,,,,,,
Organization.csv,MHE,Mount Hood Environmental,,,,,,
Organization.csv,NMFS,NOAA Fisheries,,,,,,
Organization.csv,NPT,Nez Perce Tribe,,,,,,
Organization.csv,OCFWRU,Oregon Cooperative Fish and Wildlife Research Unit,,,,,,
Organization.csv,ODFW,Oregon Dept. of Fish and Wildlife,,,,,,
Organization.csv,ONA,Okanagan Nation Alliance,,,,,,
Organization.csv,PCE,PacifiCorp Energy,,,,,,
Organization.csv,PGE,Portland General Electric,,,,,,
Organization.csv,PNL,Pacific Northwest National Laboratory,,,,,,
Organization.csv,PNW,U.S. Dept. of Agriculture,,,,,,
Organization.csv,PSMFC,Pacific States Marine Fisheries Commission,,,,,,
Organization.csv,QCI,"Quantitative Consultants, Inc.",,,,,,
Organization.csv,RTR,"Real Time Research, Inc.",,,,,,
Organization.csv,SEARES,Sea Resources,,,,,,
Organization.csv,SHOBAN,Shoshone-Bannock Tribes,,,,,,
Organization.csv,SPOKAN,Spokane Tribe of Indians,,,,,,
Organization.csv,SRSRB,Snake River Salmon Recovery Board,,,,,,
Organization.csv,TPU,Tacoma Public Utilities,,,,,,
Organization.csv,TQI,"Terraqua, Inc.",,,,,,
Organization.csv,TUWEBP,Trout Unlimited,,,,,,
Organization.csv,UCFWRU,Utah Cooperative F&W Research Unit,,,,,,
Organization.csv,UCSRB,Upper Columbia Salmon Recovery Board,,,,,,
Organization.csv,UIDAHO,University of Idaho,,,,,,
Organization.csv,USFWS,U.S. Fish and Wildlife Service,,,,,,
Organization.csv,USGS,U.S. Geological Survey,,,,,,
Organization.csv,UWASH,University of Washington,,,,,,
Organization.csv,WDF,Washington Dept. of Fish (archaic),,,,,,
Organization.csv,WDFW,Washington Dept. of Fish and Wildlife,,,,,,
Organization.csv,WDW,Washington Dept. of Wildlife (archaic),,,,,,
Organization.csv,WFC,Wild Fish Conservancy,,,,,,
Organization.csv,YINN,Yakama Nation,,,,,,
RearingType.csv,H,Hatchery Reared,,,,,,
RearingType.csv,U,Unknown,,,,,,
RearingType.csv,W,Wild Fish or Natural Production,,,,,,
Run.csv,0,,,,,,,
Run.csv,1,Spring,,,,,,
Run.csv,2,Summer,,,,,,
Run.csv,3,Fall,,,,,,
Run.csv,4,Winter,,,,,,
Run.csv,5,Unknown,,,,,,
Run.csv,R,Resident,,,,,,
Species.csv,0,Unknown,,,,,,
Species.csv,1,Chinook,,,,,,
Species.csv,2,Coho,,,,,,
Species.csv,3,Steelhead,,,,,,
Species.csv,4,Sockeye,,,,,,
Species.csv,5,Chum,,,,,,
Species.csv,6,Pink,,,,,,
Species.csv,7,Bull Trout,,,,,,
Species.csv,8,Cutthroat Trout,,,,,,
Species.csv,9,Other,,,,,,
Species.csv,A,Pacific Lamprey,,,,,,
Species.csv,B,White Sturgeon,,,,,,
Species.csv,C,Green Sturgeon,,,,,,
Species.csv,D,Northern Pikeminnow,,,,,,
Species.csv,E,Brook Trout,,,,,,
Species.csv,F,American Shad,,,,,,
Species.csv,G,Mountain Whitefish,,,,,,
Species.csv,H,Walleye,,,,,,
Species.csv,I,Channel Catfish,,,,,,
Species.csv,J,Smallmouth Bass,,,,,,
Species.csv,K,Western Brook Lamprey,,,,,,
Species.csv,L,Lamprey (species unknown),,,,,,
SrrCode.csv,00U,Unknown (fish not observed),,,,,,
SrrCode.csv,05U,Unknown,,,,,,
SrrCode.csv,11H,Hat. Spring Chinook,,,,,,
SrrCode.csv,11U,Spring Chinook (unknown r/t),,,,,,
SrrCode.csv,11W,Wild Spring Chinook,,,,,,
SrrCode.csv,12H,Hat. Summer Chinook,,,,,,
SrrCode.csv,12U,Summer Chinook (unknown r/t),,,,,,
SrrCode.csv,12W,Wild Summer Chinook,,,,,,
SrrCode.csv,13H,Hat. Fall Chinook,,,,,,
SrrCode.csv,13U,Fall Chinook (unknown r/t),,,,,,
SrrCode.csv,13W,Wild Fall Chinook,,,,,,
SrrCode.csv,15H,Hat. Chinook (unknown run),,,,,,
SrrCode.csv,15U,Chinook (unknown run & r/t),,,,,,
SrrCode.csv,15W,Wild Chinook (unknown run),,,,,,
SrrCode.csv,25H,Hat. Coho,,,,,,
SrrCode.csv,25U,Coho (unknown r/t),,,,,,
SrrCode.csv,25W,Wild Coho,,,,,,
SrrCode.csv,30H,Hat. O. mykiss (unknown migratory status),,,,,,
SrrCode.csv,30U,O. mykiss (unknown migratory/rearing status),,,,,,
SrrCode.csv,30W,Wild O. mykiss (unknown migratory status),,,,,,
SrrCode.csv,32H,Hat. Summer Steelhead,,,,,,
SrrCode.csv,32U,Summer Steelhead (unknown r/t),,,,,,
SrrCode.csv,32W,Wild Summer Steelhead,,,,,,
SrrCode.csv,34H,Hat. Winter Steelhead,,,,,,
SrrCode.csv,34W,Wild Winter Steelhead,,,,,,
SrrCode.csv,35H,Hat. Steelhead (unknown run),,,,,,
SrrCode.csv,35U,Steelhead (unknown run & r/t),,,,,,
SrrCode.csv,35W,Wild Steelhead (unknown run),,,,,,
SrrCode.csv,3RH,Hat. Rainbow Trout,,,,,,
SrrCode.csv,3RU,Rainbow Trout (unknown r/t),,,,,,
SrrCode.csv,3RW,Wild Rainbow Trout,,,,,,
SrrCode.csv,42H,Hat. Summer Sockeye,,,,,,
SrrCode.csv,42U,Summer Sockeye (unknown r/t),,,,,,
SrrCode.csv,42W,Wild Summer Sockeye,,,,,,
SrrCode.csv,45H,Hat. Sockeye (unknown run),,,,,,
SrrCode.csv,45U,Sockeye (unknown run & r/t),,,,,,
SrrCode.csv,45W,Wild Sockeye (unknown run),,,,,,
SrrCode.csv,4RH,Hatchery Resident Sockeye (Kokanee),,,,,,
SrrCode.csv,4RW,Wild Resident Sockeye (Kokanee),,,,,,
SrrCode.csv,52H,Hat. Summer Chum,,,,,,
SrrCode.csv,52U,Summer Chum (unknown r/t),,,,,,
SrrCode.csv,52W,Wild Summer Chum,,,,,,
SrrCode.csv,53H,Hat. Fall Chum,,,,,,
SrrCode.csv,53U,Fall Chum (unknown r/t),,,,,,
SrrCode.csv,53W,Wild Fall Chum,,,,,,
SrrCode.csv,55H,Hat. Chum (unknown run),,,,,,
SrrCode.csv,55U,Chum (unknown run & r/t),,,,,,
SrrCode.csv,55W,Wild Chum (unknown run),,,,,,
SrrCode.csv,65W,Wild Pink,,,,,,
SrrCode.csv,7RW,Bull Trout,,,,,,
SrrCode.csv,85H,Hat. Coastal Cutthroat,,,,,,
SrrCode.csv,85U,Coastal Cutthroat (unknown r/t),,,,,,
SrrCode.csv,85W,Wild Coastal Cutthroat,,,,,,
SrrCode.csv,8RW,Wild Resident Cutthroat,,,,,,
SrrCode.csv,90U,Other,,,,,,
SrrCode.csv,A0H,Hatchery Pacific Lamprey,,,,,,
SrrCode.csv,A0W,Pacific Lamprey,,,,,,
SrrCode.csv,B0H,Hat. White Sturgeon,,,,,,
SrrCode.csv,B0W,White Sturgeon,,,,,,
SrrCode.csv,C0W,Green Sturgeon,,,,,,
SrrCode.csv,D0W,Northern Pikeminnow,,,,,,
SrrCode.csv,ERU,Brook Trout,,,,,,
SrrCode.csv,F0W,American Shad,,,,,,
SrrCode.csv,G0W,Mountain Whitefish,,,,,,
SrrCode.csv,H0W,Walleye,,,,,,
SrrCode.csv,I0W,Channel Catfish,,,,,,
SrrCode.csv,J0W,Smallmouth Bass,,,,,,
SrrCode.csv,K0W,Western Brook Lamprey,,,,,,
SrrCode.csv,L0W,Wild Lamprey (species unknown),,,,,,
TagMask.csv,,,,,,,000,HDX
TagMask.csv,,,,,,,348.16D7,Datamars
TagMask.csv,,,,,,,384.0A03,Oregon RFID
TagMask.csv,,,,,,,384.0F99,Oregon RFID
TagMask.csv,,,,,,,384.1B79,RFID Solutions
TagMask.csv,,,,,,,384.3427,Oregon RFID
TagMask.csv,,,,,,,384.349E,Oregon RFID
TagMask.csv,,,,,,,384.3515,Oregon RFID
TagMask.csv,,,,,,,384.358D,Oregon RFID
TagMask.csv,,,,,,,384.36F2,Biomark
TagMask.csv,,,,,,,384.3A03,Oregon RFID
TagMask.csv,,,,,,,384.3B23,Biomark
TagMask.csv,,,,,,,3BC,EID
TagMask.csv,,,,,,,3D1.2E90,EZIDAvid
TagMask.csv,,,,,,,3D1.2E91,EZIDAvid
TagMask.csv,,,,,,,3D6.0005,Allflex
TagMask.csv,,,,,,,3D6.0008,Allflex
TagMask.csv,,,,,,,3D6.0009,Allflex
TagMask.csv,,,,,,,3D6.000A,Allflex
TagMask.csv,,,,,,,3D6.000B,Allflex
TagMask.csv,,,,,,,3D6.0015,Allflex
TagMask.csv,,,,,,,3D6.0018,Biomark
TagMask.csv,,,,,,,3D6.021E,Allflex
TagMask.csv,,,,,,,3D6.1533,Biomark
TagMask.csv,,,,,,,3D6.1534,Biomark
TagMask.csv,,,,,,,3D6.1D59,Biomark
TagMask.csv,,,,,,,3D9.0258,Destron
TagMask.csv,,,,,,,3D9.04A8,Destron
TagMask.csv,,,,,,,3D9.0C9B,Destron
TagMask.csv,,,,,,,3D9.0EEE,Destron
TagMask.csv,,,,,,,3D9.133B,Destron
TagMask.csv,,,,,,,3D9.1748,Destron
TagMask.csv,,,,,,,3D9.1749,Destron
TagMask.csv,,,,,,,3D9.1A4F,Biomark
TagMask.csv,,,,,,,3D9.1BF0,Destron
TagMask.csv,,,,,,,3D9.1BF1,Destron
TagMask.csv,,,,,,,3D9.1BF2,Destron
TagMask.csv,,,,,,,3D9.1C2C,Destron
TagMask.csv,,,,,,,3D9.1C2D,Destron
TagMask.csv,,,,,,,3D9.1C2E,Destron
TagMask.csv,,,,,,,3D9.1C67,Destron
TagMask.csv,,,,,,,3D9.239F,Destron
TagMask.csv,,,,,,,3D9.23DB,Destron
TagMask.csv,,,,,,,3D9.257C,Destron
TagMask.csv,,,,,,,3D9.2794,Destron
TagMask.csv,,,,,,,3D9.280B,Destron
TagMask.csv,,,,,,,3D9.4C21,Destron
TagMask.csv,,,,,,,3D9.5C2D,Destron
TagMask.csv,,,,,,,3DA.1A19,RFID Solutions
TagMask.csv,,,,,,,3DD.003B,Biomark
TagMask.csv,,,,,,,3DD.003C,Biomark
TagMask.csv,,,,,,,3DD.003D,Biomark
TagMask.csv,,,,,,,3DD.003E,Biomark
TagMask.csv,,,,,,,3DD.0077,Biomark
TagMask.csv,,,,,,,3DD.0078,Biomark
